المرحلة,القسم,النطاق,الملفات الأساسية,ملفات المزامنة,الحالة,عدد التعديلات,مجلد التقرير
200,الوظائف,الارتقاء إلى غجرية: الرقص والرشاقة وترجيح كفة الخير,rathena-master/npc/jobs/2-2a/Gypsy.txt,تحقق دون تعديل: navi_npc_krpri.lub وpcjobname.lub وpcjobnamegender.lub وmsgstringtable.txt وachievement_list_EN.lub وNavi_Data_EN.lub والمرجع الرسمي ودليل الارتقاء,مكتمل,28,المرحلة_200
201,الوظائف,الارتقاء إلى فارس مقدس: الحرب المقدسة والعدالة وحماية الضعفاء,rathena-master/npc/jobs/2-2a/Paladin.txt,تحقق دون تعديل: navi_npc_krpri.lub وpcjobname.lub وpcjobnamegender.lub وmsgstringtable.txt وachievement_list_EN.lub وNavi_Data_EN.lub والمرجع الرسمي ودليل الارتقاء,مكتمل,31,المرحلة_201
202,الوظائف,الارتقاء إلى أستاذ: المعرفة والمسؤولية ونور العلم,rathena-master/npc/jobs/2-2a/Professor.txt,تعديل navi_npc_krpri.lub؛ تحقق دون تعديل: pcjobname.lub وpcjobnamegender.lub وmsgstringtable.txt وachievement_list_EN.lub وNavi_Data_EN.lub والمرجع الرسمي ودليل الارتقاء,مكتمل,48,المرحلة_202
203,الوظائف,الارتقاء إلى متعقب: العمل في الظلال والثقة بين الرفاق ومحاربة الأشرار,rathena-master/npc/jobs/2-2a/Stalker.txt,تحقق دون تعديل: الملاحة وقواميس الوظائف والواجهة والمرجع الرسمي ودليل الارتقاء,مكتمل,34,المرحلة_203
204,الوظائف,مهمة تغيير الوظيفة إلى رابط الأرواح: المواد وأعماق العقل والأرواح الثلاث والطقس,rathena-master/npc/jobs/2-2e/SoulLinker.txt,تعديل سجل المهمات والملاحة؛ تحقق دون تعديل: itemInfo وقواميس الوظائف والواجهة والمرجع الرسمي ودليل المهمة,مكتمل,339,المرحلة_204
205,الوظائف,مهمة تغيير الوظيفة إلى مبتدئ خارق: الجمعية والمواد والمكافأة والعربة,rathena-master/npc/jobs/novice/supernovice.txt,تعديل سجل المهمة؛ تحقق دون تعديل: itemInfo وقاموس المهارات والملاحة وقواميس الوظائف والواجهة والمرجع الرسمي ودليل المهمة,مكتمل,226,المرحلة_205
206,الوظائف,الولادة الجديدة والتسامي: فالكيري وكتاب يمير وميثيوس سيلف والناقل,rathena-master/npc/jobs/valkyrie.txt,تعديل المهمة 1000؛ تحقق دون تعديل: الملاحة والإنجازات والمرجع الرسمي ودليل الولادة الجديدة,مكتمل,91,المرحلة_206
207,الكافرا والخدمات,موظفو شركة كول إيفنت: الحفظ والمخزن والنقل واستئجار العربة,rathena-master/npc/kafras/cool_event_corp.txt,تعديل Navi_Data_EN.lub وnavi_npc_krpri.lub؛ تحقق دون تعديل: skillinfolist.lub وpcjobname.lub وfunctions_kafras.txt والمرجع الرسمي وiRO Wiki,مكتمل,57,المرحلة_207
208,الكافرا والخدمات,انتخابات خدمة النقل إلى الدهاليز بين كافرا وشركة كول إيفنت,rathena-master/npc/kafras/dts_warper.txt,تعديل Navi_Data_EN.lub وnavi_npc_krpri.lub وquests_lighthalzen.txt؛ تحقق من خريطة الملاحة والمرجع الرسمي وiRO Wiki,مكتمل,374,المرحلة_208
209,الكافرا والخدمات,دوال خدمات كافرا: الترحيب والمخزن والنقل والعربة ونقاط الاحتياط وكلمات المرور,rathena-master/npc/kafras/functions_kafras.txt,تعديل Navi_Data_EN.lub وkafras.txt؛ تحقق دون تعديل: skillinfolist.lub وnavi_map_krpri.lub والمرجع الرسمي,مكتمل,119,المرحلة_209
210,الكافرا والخدمات,موظفات شركة كافرا في المدن والدهاليز والمقر الرئيسي,rathena-master/npc/kafras/kafras.txt,تعديل navi_npc_krpri.lub؛ تحقق دون تعديل: Navi_Data_EN.lub وTowninfo_EN.lub وfunctions_kafras.txt والمرجع الرسمي وiRO Wiki,مكتمل,92,المرحلة_210
211,أعلام الخرائط,تعريف خرائط ساحات القتال ولوحة النتائج,rathena-master/npc/mapflag/battleground.txt,تحقق دون تعديل: المرجع الإنجليزي والسكربت الرسمي وخرائط KVM وفلافيوس ووادي تييرا وملفات العميل والملاحة,مكتمل,0,المرحلة_211
212,التجار والخدمات,سونبي والتطوير المتقدم بالخامات المخصبة,rathena-master/npc/merchants/advanced_refiner.txt,تعديل System/LuaFiles514/itemInfo.lua؛ تحقق دون تعديل: navi_npc_krpri.lub والمرجع الرسمي ودليل نظام التطوير؛ استبعاد 28 ملف mapflag,مكتمل,80,المرحلة_212
213,التجار والخدمات,غيفر آل شارب وبيع مواد الخيمياء وأدلة الصنع,rathena-master/npc/merchants/alchemist.txt,تعديل System/LuaFiles514/itemInfo.lua؛ تحقق دون تعديل: كتب 7127-7133 و7144 وnavi_npc_krpri.lub والمرجع الرسمي,مكتمل,48,المرحلة_213
214,التجار والخدمات,جاس وهيو ورخص متاجر الشراء بالجملة,rathena-master/npc/merchants/buying_shops.txt,تعديل System/LuaFiles514/itemInfo.lua؛ تحقق دون تعديل: skillinfolist وskilldescript وmsgstringtable والملاحة والمرجع الرسمي,مكتمل,134,المرحلة_214
215,التجار والخدمات,موظفة متجر كافرا وسلع متجر النقاط في بايون,rathena-master/npc/merchants/cash_trader.txt,تعديل System/LuaFiles514/itemInfo.lua؛ تحقق دون تعديل: gympass.txt وقواميس المهارات وNavi_Data_EN.lub وmapInfo والمرجع الرسمي,مكتمل,149,المرحلة_215
216,التجار والخدمات,ألورا وصبغ ألوان أغطية الرأس بالصبغة الغامضة,rathena-master/npc/merchants/cashheadgear_dye.txt,تعديل System/LuaFiles514/itemInfo.lua؛ تحقق دون تعديل: navi_npc_krpri.lub والمرجع الرسمي ومراجع الصبغة,مكتمل,34,المرحلة_216
217,التجار والخدمات,الخياط غينيدين ريفير وصبغ ألوان الملابس,rathena-master/npc/merchants/clothes_dyer.txt,تعديل System/LuaFiles514/itemInfo.lua؛ تحقق دون تعديل: ملف برونتيرا وnavi_npc_krpri.lub والمرجع الرسمي ومراجع الأصباغ,مكتمل,40,المرحلة_217
218,التجار والخدمات,تاجرا مانوك وسبلينديد واستبدال العملات بالسلع,rathena-master/npc/merchants/coin_exchange.txt,تعديل itemInfo وكتابي 11018 و11019؛ تحقق دون تعديل: الملاحة وقاعدة الوحوش ومهمة 13.2 والمرجع الرسمي,مكتمل,51,المرحلة_218
219,التجار والخدمات,جافا دوليهان وصناعة الأصباغ الثمانية,rathena-master/npc/merchants/dye_maker.txt,تعديل itemInfo.lua؛ تحقق دون تعديل: الملاحة وسجل المهمة ومهمة التاجر وملف صبغ الملابس والمرجع الرسمي,مكتمل,69,المرحلة_219
220,التجار والخدمات,راسبوتشين غريغوري واستبدال الأحجار العنصرية,rathena-master/npc/merchants/elemental_trader.txt,تعديل الملاحة وسجل المهام وblacksmith.txt وdandelion_request.txt؛ تحقق دون تعديل: itemInfo ومهمة الخيميائي وأمبالا والمرجع الرسمي,مكتمل,90,المرحلة_220
221,التجار والخدمات,الحرفي المتدرب وسحر الدروع بخصائص عشوائية,rathena-master/npc/merchants/enchan_arm.txt,تحقق دون تعديل: itemInfo.lua وnavi_npc_krpri.lub وNavi_Data_EN.lub والمرجع الرسمي,مكتمل,22,المرحلة_221
222,التجار والخدمات,جايد واستبدال الجواهر الملونة,rathena-master/npc/merchants/gemstone.txt,تحقق دون تعديل: itemInfo.lua وnavi_npc_krpri.lub وNavi_Data_EN.lub والمرجع الرسمي,مكتمل,30,المرحلة_222
223,التجار والخدمات,روزا وخدمة صبغ ألوان الشعر,rathena-master/npc/merchants/hair_dyer.txt,تعديل navi_npc_krpri.lub وNavi_Data_EN.lub؛ تحقق دون تعديل: itemInfo.lua وdye_maker.txt وclothes_dyer.txt والمرجع الرسمي,مكتمل,101,المرحلة_223
224,التجار والخدمات,روي فيشوب ومساعدة التجميل وخدمتا تصفيف الشعر,rathena-master/npc/merchants/hair_style.txt,تعديل navi_npc_krpri.lub وNavi_Data_EN.lub؛ تحقق دون تعديل: ملف ما قبل التجديد وhair_dyer.txt والمرجع الرسمي,مكتمل,181,المرحلة_224
225,التجار والخدمات,صانع المثلجات وبيع الآيس كريم في ألبرتا وحقل موروك,rathena-master/npc/merchants/icecream.txt,تعديل itemInfo.lua؛ تحقق دون تعديل: برازيليس وshops.txt والمرجع الرسمي,مكتمل,36,المرحلة_225
226,التجار والخدمات,موظفو النزل وخدمات الحفظ والإقامة في المدن,rathena-master/npc/merchants/inn.txt,تعديل navi_npc_krpri.lub وNavi_Data_EN.lub؛ تحقق دون تعديل: tipbox وquests_airship وlighthalzen.txt والمرجع الرسمي,مكتمل,96,المرحلة_226
227,التجار والخدمات,كاشين واستبدال الشوريكن والأحجار بالكوناي العنصرية,rathena-master/npc/merchants/kunai_maker.txt,تعديل itemInfo.lua؛ تحقق دون تعديل: navi_npc_krpri.lub وshops.txt والمرجع الرسمي,مكتمل,46,المرحلة_227
228,التجار والخدمات,بائع الحليب واستبدال الزجاجات الفارغة بالحليب,rathena-master/npc/merchants/milk_trader.txt,تعديل itemInfo.lua؛ تحقق دون تعديل: navi_npc_krpri.lub وNavi_Data_EN.lub والمرجع الرسمي,مكتمل,30,المرحلة_228
229,التجار والخدمات,تجار المبتدئين واستبدال غنائم الوحوش بالجرعات الحمراء,rathena-master/npc/merchants/novice_exchange.txt,تعديل navi_npc_krpri.lub وitemInfo.lua؛ تحقق دون تعديل: Navi_Data_EN.lub وسجل المهام والمرجع الرسمي,مكتمل,306,المرحلة_229
230,التجار والخدمات,الصيدلي العجوز وصناعة الجرعات الست,rathena-master/npc/merchants/old_pharmacist.txt,تعديل navi_npc_krpri.lub وNavi_Data_EN.lub؛ تحقق دون تعديل: itemInfo.lua والمرجع الرسمي,مكتمل,53,المرحلة_230
231,التجار والخدمات,المخترع جاكس وتحويل الأسهم إلى جعب سحرية,rathena-master/npc/merchants/quivers.txt,تعديل itemInfo.lua؛ تحقق دون تعديل: الملاحة وسجل المهام ومهمة الحكيم والمرجع الرسمي,مكتمل,58,المرحلة_231
232,التجار والخدمات,موردا الحدادة ومقدمو الترقية والتنقية والإصلاح,rathena-master/npc/merchants/refine.txt,تعديل itemInfo.lua؛ تحقق دون تعديل: الملاحة وسجل المهام واختبار الحداد والمرجع الرسمي,مكتمل,275,المرحلة_232
233,التجار والخدمات,مربيا بيكو بيكو ومربي الصقور وخدمات الاستئجار,rathena-master/npc/merchants/renters.txt,تحقق دون تعديل: الملاحة وقاموس المهارات واختبار الفارس والمرجع الرسمي,مكتمل,71,المرحلة_233
234,التجار والخدمات,متاجر المدن وتوحيد أسماء البائعين,rathena-master/npc/merchants/shops.txt,تعديل الملاحة وقاموسها ومتجر ما قبل التجديد؛ تحقق من itemInfo والمرجع الرسمي,مكتمل,18,المرحلة_234
235,التجار والخدمات,سايابليم وخدمة إضافة الفتحات للأسلحة والدروع,rathena-master/npc/merchants/socket_enchant.txt,تعديل itemInfo.lua؛ تحقق دون تعديل: الملاحة وsocket_enchant2.txt والمرجع الرسمي,مكتمل,102,المرحلة_235
236,التجار والخدمات,ليابليم وخدمة إضافة الفتحات ومهمة قبعة إله الشمس,rathena-master/npc/merchants/socket_enchant2.txt,تعديل itemInfo.lua؛ تحقق دون تعديل: الملاحة وsocket_enchant.txt والمرجع الرسمي,مكتمل,152,المرحلة_236
237,التجار والخدمات,جيني ومبادلة طعام المتجول الأليف,rathena-master/npc/merchants/wander_pet_food.txt,تعديل الملاحة وitemInfo.lua؛ تحقق من قواعد العناصر والوحوش والمرجع الرسمي,مكتمل,31,المرحلة_237
238,الوحوش,وحوش خريطة السجن sec_in02,rathena-master/npc/mobs/jail.txt,تحقق دون تعديل: قاعدة الوحوش العربية والإنجليزية وnavi_mob_krpri.lub والمرجع الرسمي,مكتمل,0,المرحلة_238
239,الوحوش,وحوش غرف Nightmare PvP الخمس,rathena-master/npc/mobs/pvp.txt,تحقق دون تعديل: قاعدة الوحوش العربية والإنجليزية وnavi_mob_krpri.lub والمرجع الرسمي,مكتمل,0,المرحلة_239
240,الوحوش,وحوش المدن في إينبيخ وجاواي ولايت هالزن,rathena-master/npc/mobs/towns.txt,تحقق دون تعديل: قاعدة الوحوش العربية والإنجليزية وnavi_mob_krpri.lub والمرجع الرسمي,مكتمل,0,المرحلة_240
241,الدوال العامة والخدمات,دوال متجر الكاش والانتقال وكرة الثلج وخفض السمات,rathena-master/npc/other/CashShop_Functions.txt,تحقق دون تعديل: mapInfo_true_EN.lub وmapInfo_true_EN_EN.lub وnavi_map_krpri.lub وTowninfo_EN.lub والمرجع الرسمي,مكتمل,56,المرحلة_241
242,الدوال العامة والخدمات,الدوال العامة وفئات الأسلحة والمعدات والوقت والمهارات البلاتينية,rathena-master/npc/other/Global_Functions.txt,تحقق دون تعديل: kvm_item_pay.txt ومرحلة 130 وmsgstringtable.txt وrefine.txt والمرجع الرسمي,مكتمل,16,المرحلة_242
243,الدوال العامة والخدمات,ناقلتا المريد كيكي وإيسالي بين المدن,rathena-master/npc/other/acolyte_warp.txt,تحقق دون تعديل: mapInfo_true_EN.lub وmapInfo_true_EN_EN.lub وnavi_map_krpri.lub وtu_acolyte.txt والمرجع الرسمي,مكتمل,20,المرحلة_243
244,الحلبات,حلبة المريد والكاهن في إزلود وسجلات الأزمنة ومكافآت نقاط الحلبة,rathena-master/npc/other/arena/arena_aco.txt,تحقق دون تعديل: mob_db.yml وmob_db_en.yml وnavi_mob_krpri.lub وNavi_Data_EN.lub وnavi_npc_krpri.lub وmapInfo_true_EN.lub والمرجع الرسمي,مكتمل,258,المرحلة_244
245,الحلبات,حلبة المستوى 50 الفردية ومراحلها وسجلات الأزمنة ومكافآت نقاط الحلبة,rathena-master/npc/other/arena/arena_lvl50.txt,تعديل navi_npc_krpri.lub؛ تحقق دون تعديل: mob_db.yml وmob_db_en.yml وnavi_mob_krpri.lub والمرجع الرسمي,مكتمل,96,المرحلة_245
246,الحلبات,حلبة المستوى 60 الفردية ومراحلها وسجلات الأزمنة ومكافآت نقاط الحلبة,rathena-master/npc/other/arena/arena_lvl60.txt,تحقق دون تعديل: mob_db.yml وmob_db_en.yml وnavi_mob_krpri.lub وnavi_npc_krpri.lub والمرجع الرسمي,مكتمل,96,المرحلة_246
247,الحلبات,حلبة المستوى 70 الفردية ومراحلها وسجلات الأزمنة ومكافآت نقاط الحلبة,rathena-master/npc/other/arena/arena_lvl70.txt,تحقق دون تعديل: mob_db.yml وmob_db_en.yml وnavi_mob_krpri.lub وnavi_npc_krpri.lub والمرجع الرسمي,مكتمل,96,المرحلة_247
248,الحلبات,حلبة المستوى 80 الفردية ومراحلها وسجلات الأزمنة ومكافآت نقاط الحلبة,rathena-master/npc/other/arena/arena_lvl80.txt,تحقق دون تعديل: mob_db.yml وmob_db_en.yml وnavi_mob_krpri.lub وnavi_npc_krpri.lub والمرجع الرسمي,مكتمل,108,المرحلة_248
249,الحلبات,حلبة الفريق لخمس شخصيات ومراحلها وسجلات الأزمنة ومكافآت نقاط الحلبة,rathena-master/npc/other/arena/arena_party.txt,تحقق دون تعديل: mob_db.yml وmob_db_en.yml وnavi_mob_krpri.lub وnavi_npc_krpri.lub والمرجع الرسمي,مكتمل,133,المرحلة_249
250,الحلبات,مسؤول نقاط الحلبة وتحويل نقاط مضمار التيربو إلى نقاط الحلبة,rathena-master/npc/other/arena/arena_point.txt,تعديل turbo_track.txt؛ تحقق دون تعديل: navi_npc_krpri.lub والمرجع الرسمي,مكتمل,73,المرحلة_250
251,الحلبات,قاعة حلبة إزلود الرئيسية والسجلات والمساعدون والمكافآت وخدمة الصور,rathena-master/npc/other/arena/arena_room.txt,تحقق دون تعديل: navi_npc_krpri.lub وmob_db.yml وitemInfo.lua والمرجع الرسمي,مكتمل,235,المرحلة_251
252,الأنظمة والخدمات,مرشدو قاعة المزاد ولوحات المعلومات ووسطاء المزاد ومداخل القاعات,rathena-master/npc/other/auction.txt,تعديل navi_npc_krpri.lub؛ تحقق دون تعديل: navi_map_krpri.lub وmapInfo_true_EN.lub وOngoingQuestInfoList_True_EN.lub والمرجع الرسمي,مكتمل,34,المرحلة_252
253,الموسوعات والأدلة,موسوعات خصائص الوحوش وموسوعات الزنزانات ودليل البيع ودليل الحداد,rathena-master/npc/other/books.txt,تحقق دون تعديل: itemInfo.lua وitemInfo_EN.lua وmob_db.yml وmob_db_en.yml وskillinfolist.lub وskillinfolist_EN.lub والمرجع الرسمي,مكتمل,742,المرحلة_253
254,المدن والإرشادات,لوحات الإعلانات التعريفية للمدن والقرى والدهاليز ومناطق التحذير,rathena-master/npc/other/bulletin_boards.txt,تحقق دون تعديل: navi_npc_krpri.lub وNavi_Data_EN.lub وmob_db.yml وmob_db_en.yml والمرجع الرسمي,مكتمل,128,المرحلة_254
255,الأنظمة والخدمات,مقايضة بطاقات الوحوش بالنقاط واستبدال النقاط بالمكافآت,rathena-master/npc/other/card_trader.txt,تعديل itemInfo.lua؛ تحقق دون تعديل: itemInfo_EN.lua والمرجع الرسمي,مكتمل,43,المرحلة_255
256,الأنظمة والخدمات,مقامرة كومودو بالألماس وجوائز المعدات وبيع ألماس 3 قيراط,rathena-master/npc/other/comodo_gambling.txt,تحقق دون تعديل: itemInfo.lua وitemInfo_EN.lua وnavi_npc_krpri.lub والمرجع الرسمي,مكتمل,84,المرحلة_256
257,الأنظمة والخدمات,ديفيروتشي وخدمة الطلاق المدفوعة في نيفلهايم,rathena-master/npc/other/divorce.txt,تحقق دون تعديل: navi_npc_krpri.lub وNavi_Data_EN.lub والمرجع الرسمي,مكتمل,91,المرحلة_257
258,الأنظمة والخدمات,قراءة الطالع ببطاقات الوحوش وبطاقات البورينغ و456 نتيجة عشوائية,rathena-master/npc/other/fortune.txt,تعديل navi_npc_krpri.lub؛ تحقق دون تعديل: mob_db.yml وmob_db_en.yml والمرجع الرسمي,مكتمل,894,المرحلة_258
259,الأنظمة والخدمات,دالة حماية شخصيات إدارة GM والتحقق من الصلاحية وكلمات المرور وسجل المحاولات,rathena-master/npc/other/gm_npcs.txt,تحقق دون تعديل: المرجع الرسمي,مكتمل,38,المرحلة_259
260,الأنظمة والخدمات,مرشد معارك النقابات ونقل الفرق إلى خمس خرائط PvP,rathena-master/npc/other/guildpvp.txt,تحقق دون تعديل: navi_npc_krpri.lub والمرجع الرسمي,مكتمل,18,المرحلة_260
261,الأنظمة والخدمات,بطاقة النادي الرياضي وتدريب زيادة سعة حمل العناصر واستعادة أثر التدريب,rathena-master/npc/other/gympass.txt,تحقق دون تعديل: navi_npc_krpri.lub وskillinfolist.lub والمرجع الرسمي,مكتمل,77,المرحلة_261
